datetime,tclw,tciw,sp,r,tcc,10u,10v,2t,ssrd,strd,tsr,tp,power
2012-05-01 00:00:00,0.0,0.026691437000000002,95462.25,74.20024109,0.814880371,0.523571014,-1.758470535,285.4018555,11866936.0,25408576.0,14246758.0,0.0,0.6809615379999999
2012-05-01 01:00:00,0.0,0.010274973,95448.875,73.44747925,0.972575605,1.1747465129999999,-1.7533426280000002,286.2915039,1804488.0,1087089.0,2044841.0,0.0,0.749166667
2012-05-01 02:00:00,0.0,0.010819811,95352.25,63.94400024,0.999994695,1.577119827,-1.907179832,288.059082,3977192.0,2167960.0,4418795.0,0.0,0.619294872
2012-05-01 03:00:00,0.0,0.032585073,95274.9375,58.03218079,0.9983215329999999,2.060949326,-2.126362801,289.2785645,6150811.0,3253130.0,6814094.0,0.0,0.638589744
2012-05-01 04:00:00,0.0,0.014684677,95204.125,55.88981628,0.770172119,2.074888229,-2.336928368,289.61645510000005,7826656.0,4364538.0,8762575.0,0.0,0.346987179
2012-05-01 05:00:00,0.0,0.002185874,95184.25,55.19978333,0.85563755,1.754273415,-2.425675392,289.6496582,9217472.0,5446571.0,10378307.0,0.0,0.24685897399999998
2012-05-01 06:00:00,0.0,0.002979279,95183.125,56.11865234,0.500701904,1.1393957140000002,-2.23835659,289.27124019999997,10238531.0,6496999.0,11583441.0,0.0,0.211025641
2012-05-01 07:00:00,0.0,0.010417938,95198.6875,63.63174438,0.592315674,0.5186977389999999,-1.8467950819999999,286.2880859,10612662.0,7514447.0,12082920.0,0.0,0.044423077000000005
2012-05-01 08:00:00,0.0,0.010303497,95239.9375,69.55085754,0.625930786,0.720035553,-2.287473679,283.9194336,10622602.0,8560886.0,12102422.0,0.0,0.0017307689999999998
2012-05-01 09:00:00,2.2899999999999998e-05,0.004908562,95291.5,73.80746459999999,0.515292883,1.103982925,-2.243284225,282.66430660000003,10622602.0,9591761.0,12102422.0,0.0,0.0
2012-05-01 10:00:00,0.00011253399999999999,0.00112915,95326.0,76.58096313,0.314513862,1.609375954,-1.917551994,281.8720703,10622602.0,10605895.0,12102388.0,0.0,0.0
2012-05-01 11:00:00,0.00041961699999999995,0.000323296,95367.75,79.68693542,0.243896484,2.159790993,-1.21260643,281.4072266,10622602.0,11611885.0,12102388.0,0.0,0.0
2012-05-01 12:00:00,0.0006837839999999999,0.000953674,95369.3125,81.70817566,0.485412598,2.215488434,-0.6759786609999999,281.2260742,10622402.0,12613730.0,12102388.0,0.0,0.0
2012-05-01 13:00:00,0.000423431,0.0009040830000000001,95337.3125,82.75596619,0.17051696800000002,1.7450847630000001,-0.6934108729999999,281.6030273,10622402.0,13621155.0,12102388.0,0.0,0.0
2012-05-01 14:00:00,0.0,0.0007925030000000001,95291.5625,82.29928589,0.19952392600000002,0.820732117,-0.82305336,281.49291989999995,10622402.0,14622385.0,12102388.0,0.0,0.0
2012-05-01 15:00:00,0.0,0.000470161,95239.0625,82.18629456,0.09082031300000001,0.10650253300000001,-0.946948052,280.85180660000003,10622402.0,15629828.0,12102388.0,0.0,0.0
2012-05-01 16:00:00,0.0,1.05e-05,95196.3125,83.1217804,0.0,-0.198530197,-0.978416443,280.41967769999997,10622402.0,16620152.0,12102388.0,0.0,0.0
2012-05-01 17:00:00,0.0,0.0,95165.5625,85.00885009999999,0.0,0.075356483,-0.79136467,280.53540039999996,10622402.0,17601376.0,12102388.0,0.0,0.0
2012-05-01 18:00:00,9.159999999999999e-05,0.0,95122.0625,85.9087677,0.0,0.241699219,-0.593208313,280.52368160000003,10622402.0,18581312.0,12102388.0,0.0,0.0
2012-05-01 19:00:00,0.000396729,8.39e-05,95115.5,85.87585449,0.029388427999999998,0.061822891,-0.415937424,280.7524414,10622402.0,19563440.0,12102388.0,0.0,0.0
2012-05-01 20:00:00,0.000976563,0.0014324189999999999,95132.25,85.7865448,0.099609375,-0.234827995,-0.364354134,280.5812988,10622402.0,20559744.0,12102388.0,0.0,0.0
2012-05-01 21:00:00,0.0052185059999999995,0.001472473,95137.875,86.65852356,0.374969482,-0.045588493,-0.47599220299999995,280.267334,10630710.0,21571088.0,12118345.0,0.0,0.004551282
2012-05-01 22:00:00,0.013442993,0.00409317,95179.3125,87.19549561,0.8228454590000001,0.47770690899999996,-0.493770599,281.9975586,11006884.0,22659472.0,12617380.0,0.0,0.074615385
2012-05-01 23:00:00,0.037094116,0.00958547,95191.375,77.06835938,0.8767395020000001,0.7556066509999999,-0.816130638,284.9179688,11891332.0,23756224.0,13714164.0,0.0,0.18391025600000002
2012-05-02 00:00:00,0.061340332000000004,0.024208091,95170.25,72.65296936,0.979181469,1.7499580380000002,-1.44677639,287.0612793,13283672.0,24894080.0,15376334.0,0.0,0.164423077
2012-05-02 01:00:00,0.056228857,0.250401795,95158.0625,77.71551514,1.000004768,2.768194199,-1.504359245,287.354248,1261756.0,1191582.0,1709844.0,0.0,0.08942307699999999
2012-05-02 02:00:00,0.199439645,0.293488979,95087.4375,82.64814758,0.999996185,3.0580520630000003,-1.889455795,286.92773439999996,2068915.0,2422836.0,3113566.0,0.000283241,0.12096153800000001
2012-05-02 03:00:00,0.272932708,0.220385313,95029.9375,88.44259644,0.986355662,2.1544103619999997,-1.8043546680000002,286.2297363,2560185.0,3653874.0,4205183.0,0.0006514790000000001,0.126153846
2012-05-02 04:00:00,0.263787746,0.09553301300000001,94980.9375,89.84156799,1.000005722,1.897663116,-1.7807121280000002,286.0927734,3047886.0,4906626.0,5294193.0,0.001102686,0.118461538
2012-05-02 05:00:00,0.163861215,0.026784766,94926.875,90.4440155,0.956809282,1.166398048,-1.5578594209999999,285.66992189999996,3290273.0,6164165.0,6012875.0,0.001305342,0.065320513
2012-05-02 06:00:00,0.138948381,0.012365431000000001,94923.875,89.92311096,0.9445681570000001,1.027093887,-1.659420967,285.83813480000003,3609168.0,7434169.0,6645453.0,0.001356363,0.025384615
2012-05-02 07:00:00,0.161661744,0.008331239,94939.875,91.07348633,0.994704723,1.085933685,-1.176433563,284.9614258,3695433.0,8693064.0,6902385.0,0.0013766289999999999,0.012948718
2012-05-02 08:00:00,0.146118164,0.007077656999999999,94951.0625,93.15057373,0.96486032,1.16648674,-1.24659729,284.3374023,3699130.0,9951696.0,6915483.0,0.001410961,0.000576923
2012-05-02 09:00:00,0.11065262599999999,0.019323349,94992.375,95.60844421,0.6810523270000001,1.21665287,-1.493495941,284.298584,3699130.0,11236626.0,6915483.0,0.0014824870000000002,0.0
2012-05-02 10:00:00,0.275003672,0.020063400000000002,95002.375,96.89674377,0.949959159,1.185747147,-1.747233391,283.51196289999996,3699130.0,12382721.0,6915498.0,0.001737118,0.0
2012-05-02 11:00:00,0.145754039,0.019784927,94997.25,97.37603759999999,0.8644103999999999,1.205867767,-1.938082695,283.7077637,3699290.0,13652896.0,6915498.0,0.002084732,0.0
2012-05-02 12:00:00,0.053433947,0.023733139,94973.375,98.79759216,0.996353388,0.90213871,-1.68868351,283.39916989999995,3699290.0,14874021.0,6915498.0,0.002402306,0.0
2012-05-02 13:00:00,0.056884765999999996,0.0018157960000000002,94932.0,99.36169434,0.97857666,1.055475235,-1.5007162090000001,283.5869141,3699290.0,16167758.0,6915498.0,0.002454581,0.0
2012-05-02 14:00:00,0.071014404,0.0,94892.25,99.18774414,0.981292725,1.247262955,-1.26731205,283.56469730000003,3699290.0,17446736.0,6915498.0,0.002461182,0.0
2012-05-02 15:00:00,0.08627319300000001,0.0,94851.125,98.23712158,0.955871582,1.338662148,-1.014847755,283.581543,3699290.0,18752528.0,6915498.0,0.002472717,0.0
2012-05-02 16:00:00,0.097953796,0.0,94840.375,98.13162231,0.9371643070000001,1.307992935,-0.941300392,283.1223145,3699290.0,20003840.0,6915498.0,0.002497688,0.0
2012-05-02 17:00:00,0.08810424800000001,0.0,94822.0,97.81271362,0.954437256,1.607571602,-1.162817955,282.81469730000003,3699290.0,21288928.0,6915498.0,0.002526242,0.0
2012-05-02 18:00:00,0.074157715,0.0,94809.6875,97.57907104,0.919281006,2.036527634,-1.3096809390000002,282.2993164,3699290.0,22563632.0,6915498.0,0.002548303,0.0
2012-05-02 19:00:00,0.076690674,0.0,94831.4375,97.40408325,0.920654297,2.147288322,-1.24729538,281.5129395,3699290.0,23787488.0,6915498.0,0.002575022,0.0
2012-05-02 20:00:00,0.075286865,0.0,94870.5,96.67105103,0.948028565,2.0766010280000002,-1.3051795959999999,280.75976560000004,3699290.0,24969424.0,6915498.0,0.002600394,0.0
2012-05-02 21:00:00,0.080032349,0.0,94916.0625,95.43029785,0.8713989259999999,2.130982399,-1.4444875719999999,280.2744141,3703368.0,26139728.0,6927080.0,0.002627951,0.0007692310000000001
2012-05-02 22:00:00,0.056877135999999995,0.0,94973.9375,91.26863098,1.0,2.639780998,-1.344432831,280.1523438,3890584.0,27297248.0,7261146.0,0.002641836,0.043397436
2012-05-02 23:00:00,0.044769287000000005,0.0,95010.3125,88.00830078,0.9163818359999999,2.642991066,-1.314293861,280.4267578,4328682.0,28513072.0,7985745.0,0.0026516129999999997,0.33474359
2012-05-03 00:00:00,0.024482727000000003,0.0,94990.9375,81.54853821,0.643127441,2.545619011,-1.476657867,281.12280269999997,5261770.0,29709680.0,9222131.0,0.002654412,0.669423077
2012-05-03 01:00:00,0.038461685,0.0,94934.875,76.69570923,0.671051025,2.117433548,-1.468972206,282.76147460000004,1104018.0,1238495.0,1517605.0,0.0,0.715128205
2012-05-03 02:00:00,0.003211975,0.0,94903.625,67.38497925,0.163528442,2.49152565,-2.006304741,284.0280762,2788605.0,2366556.0,3511833.0,0.0,0.7853205129999999
2012-05-03 03:00:00,0.000114441,0.0,94829.4375,59.99963379,0.009338379,2.950062752,-2.2506523130000002,285.13208010000005,5023289.0,3400582.0,5932279.0,0.0,0.717564103
