datetime,tclw,tciw,sp,r,tcc,10u,10v,2t,ssrd,strd,tsr,tp,power
2012-05-01 00:00:00,0.0,0.130729675,93229.0,73.44438171,0.9671936040000001,0.786266327,-2.61564827,284.4111328,13265464.0,23909696.0,15392102.0,0.0,0.620775
2012-05-01 01:00:00,0.0,0.023994531,93205.625,65.19259644,0.945094526,1.3738431930000001,-2.504563332,286.0795898,1730360.0,1062521.0,2000489.0,0.0,0.673325
2012-05-01 02:00:00,0.0,0.020739932,93117.5,58.77603149,0.996347845,1.6471881869999998,-2.5736837390000002,287.5205078,3698216.0,2140680.0,4232235.0,0.0,0.60055
2012-05-01 03:00:00,0.0,0.035215307,93044.6875,54.36225891,0.9921875,1.853429794,-2.604634285,288.588623,5704731.0,3215594.0,6501262.0,0.0,0.692175
2012-05-01 04:00:00,0.0,0.017095566,92980.125,53.00895691,0.9118347170000001,1.636289597,-2.777358055,288.89819339999997,7365152.0,4290890.0,8443535.0,0.0,0.426175
2012-05-01 05:00:00,0.0,0.0018806979999999999,92965.5,53.49665833,0.843476296,1.292115211,-2.968400002,288.7995605,8759552.0,5333483.0,10067523.0,0.0,0.298425
2012-05-01 06:00:00,0.0,0.0016994479999999999,92971.375,56.93212891,0.562530518,0.7928380970000001,-2.8452901839999996,288.1672363,9792195.0,6345383.0,11284625.0,0.0,0.28475
2012-05-01 07:00:00,0.0,0.006901740999999999,92994.6875,66.28701782,0.662841797,0.36220359799999996,-1.9974298480000001,285.25756839999997,10167094.0,7335887.0,11783848.0,0.0,0.05135
2012-05-01 08:00:00,0.0,0.010084151999999999,93039.4375,74.75886536,0.63482666,0.917301178,-2.039915085,282.704834,10176522.0,8341686.0,11802198.0,0.0,0.00225
2012-05-01 09:00:00,8.96e-05,0.007640839,93091.75,81.07113647,0.617099524,1.514505386,-1.832883835,281.3254395,10176522.0,9333329.0,11802198.0,0.0,0.0
2012-05-01 10:00:00,0.00038719199999999996,0.004465103,93129.5,84.74795532,0.38325470700000003,2.055787086,-1.488352776,280.53930660000003,10176522.0,10313927.0,11802292.0,0.0,0.0
2012-05-01 11:00:00,0.000857353,0.000527382,93169.5,85.36857605,0.23950195300000002,2.293335915,-0.616415024,280.7495117,10176522.0,11289261.0,11802292.0,0.0,0.0
2012-05-01 12:00:00,0.000700951,0.001888275,93167.0625,85.78630066,0.607192993,2.3030128480000003,-0.203810692,280.6953125,10176258.0,12251426.0,11802292.0,0.0,0.0
2012-05-01 13:00:00,0.000208855,0.0017099379999999998,93131.8125,86.03330994,0.307189941,2.091276169,-0.190725327,281.2895508,10176258.0,13231139.0,11802292.0,0.0,0.0
2012-05-01 14:00:00,0.0,0.001791954,93084.5625,87.37838745,0.390701294,1.74370575,-0.144342423,281.27319339999997,10176258.0,14199985.0,11802292.0,0.0,0.0
2012-05-01 15:00:00,0.0,0.001038551,93034.0625,87.79664612,0.19261169399999997,1.107967377,-0.543383598,281.03198239999995,10176258.0,15173316.0,11802292.0,0.0,0.0
2012-05-01 16:00:00,0.0,0.000102043,92996.3125,88.71650696,0.025756836,0.920488358,0.098976135,280.7062988,10176258.0,16131576.0,11802292.0,0.0,0.0
2012-05-01 17:00:00,0.0,1.7199999999999998e-05,92963.8125,89.70904541,0.010162354,1.117714882,0.330461502,280.3640137,10176258.0,17083616.0,11802292.0,0.0,0.0
2012-05-01 18:00:00,5.3400000000000004e-05,0.00023078900000000002,92916.5625,89.73005676,0.041442871,1.168334961,0.398246765,280.2470703,10176258.0,18042560.0,11802292.0,0.0,0.0
2012-05-01 19:00:00,0.000183105,0.001390457,92909.0,89.41003418,0.18234252899999998,1.027643204,0.22249031100000002,280.2487793,10176258.0,19009968.0,11802292.0,0.0,0.0
2012-05-01 20:00:00,0.000572205,0.004327774,92923.75,89.17619324,0.292877197,0.687047005,-0.13559436800000002,280.34179689999996,10176258.0,19997568.0,11802292.0,0.0,0.0
2012-05-01 21:00:00,0.001403809,0.002399445,92928.375,89.24739075,0.444671631,0.48627185799999995,-0.262491226,280.4692383,10184054.0,20993168.0,11817033.0,0.0,0.0049
2012-05-01 22:00:00,0.008560181,0.002914429,92967.0625,84.14959717,0.7281494140000001,0.577194214,-0.443965912,282.2944336,10555300.0,22051984.0,12312036.0,0.0,0.215275
2012-05-01 23:00:00,0.024871826,0.00781545,92970.375,74.79199219,0.862457275,0.603629112,-1.417204857,285.13061519999997,11526980.0,23117760.0,13490420.0,0.0,0.224925
2012-05-02 00:00:00,0.044166565,0.021640799999999998,92946.0,70.04164124,0.9170324209999999,1.59834671,-2.4880361559999997,286.73510739999995,12940248.0,24208768.0,15178446.0,0.0,0.21285
2012-05-02 01:00:00,0.095611751,0.20787555,92940.5625,81.19012451,1.000004768,2.9069881439999996,-2.500941277,286.3740234,1245148.0,1170526.0,1694772.0,0.00035518400000000003,0.1413
2012-05-02 02:00:00,0.17995417100000002,0.371407986,92869.9375,87.45478821,0.999996185,2.784492493,-2.0953884119999997,285.54492189999996,1978611.0,2395396.0,3043038.0,0.0007913110000000001,0.172125
2012-05-02 03:00:00,0.15870541300000002,0.252009153,92815.6875,90.7326355,0.994168162,2.2069005969999997,-2.100619316,285.046875,2542393.0,3611058.0,4214015.0,0.001332164,0.111775
2012-05-02 04:00:00,0.22910451899999998,0.066327691,92773.1875,92.24195862,0.9949249029999999,1.944049835,-2.58246994,284.70678710000004,3095758.0,4837602.0,5351921.0,0.0019361970000000002,0.122575
2012-05-02 05:00:00,0.11436170300000001,0.01672541,92725.625,93.22233582,0.8969109059999999,1.426896095,-2.340818405,284.2687988,3395105.0,6069765.0,6120395.0,0.002218008,0.0684
2012-05-02 06:00:00,0.091981828,0.00499925,92723.875,92.1877594,0.9104342459999999,1.227777481,-2.370602608,284.3879395,3757776.0,7311001.0,6798541.0,0.002268076,0.0823
2012-05-02 07:00:00,0.130320191,0.00612253,92739.875,93.1887207,0.925857067,0.8881797790000001,-1.601970673,283.637207,3881673.0,8540712.0,7088113.0,0.002285957,0.019975
2012-05-02 08:00:00,0.104614258,0.015569173,92746.3125,94.35174561,0.842072845,0.634260178,-1.333511353,282.7358398,3885626.0,9745744.0,7100955.0,0.0023274420000000003,0.000325
2012-05-02 09:00:00,0.111568153,0.024209976,92782.125,95.80570984,0.821173787,0.748635292,-1.447597504,282.87084960000004,3885626.0,10998482.0,7100955.0,0.002432346,0.0
2012-05-02 10:00:00,0.137247324,0.026695251,92784.875,97.32936096,0.872429252,0.643510819,-1.487223625,282.4938965,3885626.0,12189665.0,7100842.0,0.002558708,0.0
2012-05-02 11:00:00,0.136110485,0.01550293,92784.25,98.30767822,0.964782715,0.530330658,-1.104830742,282.68725589999997,3885786.0,13474144.0,7100842.0,0.0027160640000000002,0.0
2012-05-02 12:00:00,0.069257259,0.012422562,92757.125,98.23997498,0.8784945009999999,0.09720706900000001,-0.988488197,282.06665039999996,3885786.0,14682981.0,7100842.0,0.0027999879999999998,0.0
2012-05-02 13:00:00,0.065383911,0.000610352,92713.5,98.85681152,0.877593994,0.193414688,-0.9780111309999999,282.2163086,3885786.0,15938638.0,7100842.0,0.0028165,0.0
2012-05-02 14:00:00,0.067199707,0.0,92672.5,99.26879883,0.928497315,0.487375259,-1.11887455,281.4660645,3885786.0,17105296.0,7100842.0,0.002827869,0.0
2012-05-02 15:00:00,0.06338501,0.0,92632.125,99.50616455,0.911346436,0.37369632700000005,-0.748978615,281.7163086,3885786.0,18365456.0,7100842.0,0.002840358,0.0
2012-05-02 16:00:00,0.051422119,0.0,92611.625,99.19021606,0.772644043,0.37403297399999996,-0.893937111,281.6188965,3885786.0,19601408.0,7100842.0,0.002851978,0.0
